Dec 11 08:51:40.406000 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0BC004B0 requ=2B976200 maxrows=12 
Dec 11 08:51:40.407000 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0BC004B0 requ=2B976200 fetched=2 
Dec 11 08:51:40.407001 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427078) 
Dec 11 08:51:40.407002 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable (hRequest 0F427078) 
Dec 11 08:51:40.407003 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable(Table = F98MOQUE) 
Dec 11 08:51:40.407004 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSequencing (hRequest 0F427078) 
Dec 11 08:51:40.407005 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSequencing with Success 
Dec 11 08:51:40.407006 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSelection (hRequest 0F427078) 
Dec 11 08:51:40.407007 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSelection with Success 
Dec 11 08:51:40.407008 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearAggregate (hRequest 0F427078) 
Dec 11 08:51:40.407009 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearAggregate with Success 
Dec 11 08:51:40.407010 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearGroupBy (hRequest 0F427078) 
Dec 11 08:51:40.407011 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearGroupBy with Success 
Dec 11 08:51:40.407012 - 14908/1124 MAIN_THREAD                       	ORACLE DBFreeReq conn=0BC004B0 requ=2B976200 CLOSE 
Dec 11 08:51:40.407013 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearBuffers (hRequest 0F427078) 
Dec 11 08:51:40.407014 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearBuffers with success. 
Dec 11 08:51:40.407015 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable(Table = F98MOQUE) with Success 
Dec 11 08:51:40.407016 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable with Success 
Dec 11 08:51:40.407017 - 14908/1124 MAIN_THREAD                       	Entering JDB_FreeUser (UserHandle 2B9EA140) 
Dec 11 08:51:40.407018 - 14908/1124 MAIN_THREAD                       	Exiting JDB_FreeUser with Success(UserHandle 2B9EA140) 
Dec 11 08:51:40.407019 - 14908/1124 MAIN_THREAD                       	Entering JDB_InitBhvr 
Dec 11 08:51:40.407020 - 14908/1124 MAIN_THREAD                       	Exiting JDB_InitBhvr with Success (UserHandle 2B9E84A0) 
Dec 11 08:51:40.407021 - 14908/1124 MAIN_THREAD                       	Entering JDB_OpenTable(Table = F0005) 
Dec 11 08:51:40.407022 - 14908/1124 MAIN_THREAD                       	Exiting JDB_OpenTable(Table = F0005) (UserHandle 2B9E84A0) (hRequest 0F429B80) with Success 
Dec 11 08:51:40.408000 - 14908/1124 MAIN_THREAD                       	Entering JDB_SetSelection (hRequest 0F429B80) 
Dec 11 08:51:40.408001 - 14908/1124 MAIN_THREAD                       	Exiting JDB_SetSelection With Success 
Dec 11 08:51:40.408002 - 14908/1124 MAIN_THREAD                       	Entering JDB_SelectKeyed (hRequest 0F429B80) 
Dec 11 08:51:40.408003 - 14908/1124 MAIN_THREAD                       	ORACLE DBInitReq conn=0F290D08 requ=2B97C830 chameleon (JDEHLG) reuse 
Dec 11 08:51:40.408004 - 14908/1124 MAIN_THREAD                       	SELECT  *  FROM PRODCTLXE.F0005  WHERE  ( DRSY = 'H90' AND DRRT = 'IN' )  ORDER BY DRSY ASC,DRRT ASC,DRKY ASC 
Dec 11 08:51:40.411000 - 14908/1124 MAIN_THREAD                       	Exiting JDB_SelectKeyed with Success 
Dec 11 08:51:40.411001 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0F290D08 requ=2B97C830 maxrows=100 
Dec 11 08:51:40.412000 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0F290D08 requ=2B97C830 fetched=25 
Dec 11 08:51:40.412001 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414000 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414001 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414002 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414003 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414004 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414005 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414006 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414007 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414008 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414009 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.414010 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415000 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415001 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415002 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415003 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415004 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415005 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415006 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415007 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415008 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415009 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415010 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415011 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415012 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F429B80) 
Dec 11 08:51:40.415013 - 14908/1124 MAIN_THREAD                       	No More Data found (hRequest 0F429B80) 
Dec 11 08:51:40.415014 - 14908/1124 MAIN_THREAD                       	Entering JDB_FreeBhvr (UserHandle 2B9E84A0) 
Dec 11 08:51:40.415015 - 14908/1124 MAIN_THREAD                       	Exiting JDB_FreeBhvr with Success(UserHandle 2B9E84A0) 
Dec 11 08:51:40.415016 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable (hRequest 0F429B80) 
Dec 11 08:51:40.415017 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable(Table = F0005) 
Dec 11 08:51:40.415018 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSequencing (hRequest 0F429B80) 
Dec 11 08:51:40.415019 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSequencing with Success 
Dec 11 08:51:40.415020 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSelection (hRequest 0F429B80) 
Dec 11 08:51:40.415021 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSelection with Success 
Dec 11 08:51:40.415022 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearAggregate (hRequest 0F429B80) 
Dec 11 08:51:40.415023 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearAggregate with Success 
Dec 11 08:51:40.415024 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearGroupBy (hRequest 0F429B80) 
Dec 11 08:51:40.415025 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearGroupBy with Success 
Dec 11 08:51:40.415026 - 14908/1124 MAIN_THREAD                       	ORACLE DBFreeReq conn=0F290D08 requ=2B97C830 CLOSE 
Dec 11 08:51:40.415027 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearBuffers (hRequest 0F429B80) 
Dec 11 08:51:40.415028 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearBuffers with success. 
Dec 11 08:51:40.415029 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable(Table = F0005) with Success 
Dec 11 08:51:40.415030 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable with Success 
Dec 11 08:51:40.421000 - 14908/1124 MAIN_THREAD                       	Entering JDB_OpenTable(Table = F9000) 
Dec 11 08:51:40.421001 - 14908/1124 MAIN_THREAD                       	Opening up local metadata repository. Type - JDESPECTYPE_GLBLTBL. 
Dec 11 08:51:40.421002 - 14908/1124 MAIN_THREAD                       	jdeSpecOpen() opening spec of release JDESPECRELLVL_B9U. 
Dec 11 08:51:40.421003 - 14908/1124 MAIN_THREAD                       	SpecEncapsulation : jdeSpecOpenLocal completed OK. 
Dec 11 08:51:40.422000 - 14908/1124 MAIN_THREAD                       	SpecEncapsulation : Close completed. 
Dec 11 08:51:40.422001 - 14908/1124 MAIN_THREAD                       	Opening up local metadata repository. Type - JDESPECTYPE_GBRLINK. 
Dec 11 08:51:40.423000 - 14908/1124 MAIN_THREAD                       	PKGBLD: Entering IntSvrPkgGetSpecIniFilePath 
Dec 11 08:51:40.423001 - 14908/1124 MAIN_THREAD                       	Entering IntSvrPkgGetINIPaths 
Dec 11 08:51:40.423002 - 14908/1124 MAIN_THREAD                       	Entering IntSvrPkgGetINIPaths 
Dec 11 08:51:40.423003 - 14908/1124 MAIN_THREAD                       	PKGBLD: Exiting IntSvrPkgGetSpecIniFilePath 
Dec 11 08:51:40.423004 - 14908/1124 MAIN_THREAD                       	Package name not passed to SetupPackageRDB.  Using current running package. 
Dec 11 08:51:40.423005 - 14908/1124 MAIN_THREAD                       	PKGBLD: Entering IntSvrPkgGetSpecIniPrivateProfileString 
Dec 11 08:51:40.423006 - 14908/1124 MAIN_THREAD                       	PKGBLD: Entering IntSvrPkgGetSpecIniFilePath 
Dec 11 08:51:40.423007 - 14908/1124 MAIN_THREAD                       	Entering IntSvrPkgGetINIPaths 
Dec 11 08:51:40.423008 - 14908/1124 MAIN_THREAD                       	Entering IntSvrPkgGetINIPaths 
Dec 11 08:51:40.423009 - 14908/1124 MAIN_THREAD                       	PKGBLD: Exiting IntSvrPkgGetSpecIniFilePath 
Dec 11 08:51:40.423010 - 14908/1124 MAIN_THREAD                       	PKGBLD: Exiting IntSvrPkgGetSpecIniPrivateProfileString 
Dec 11 08:51:40.423011 - 14908/1124 MAIN_THREAD                       	PKGBLD: Entering IntSvrPkgGetSpecIniPrivateProfileString 
Dec 11 08:51:40.423012 - 14908/1124 MAIN_THREAD                       	PKGBLD: Entering IntSvrPkgGetSpecIniFilePath 
Dec 11 08:51:40.423013 - 14908/1124 MAIN_THREAD                       	Entering IntSvrPkgGetINIPaths 
Dec 11 08:51:40.423014 - 14908/1124 MAIN_THREAD                       	Entering IntSvrPkgGetINIPaths 
Dec 11 08:51:40.423015 - 14908/1124 MAIN_THREAD                       	PKGBLD: Exiting IntSvrPkgGetSpecIniFilePath 
Dec 11 08:51:40.423016 - 14908/1124 MAIN_THREAD                       	PKGBLD: Exiting IntSvrPkgGetSpecIniPrivateProfileString 
Dec 11 08:51:40.423017 - 14908/1124 MAIN_THREAD                       	Local RDBMS data format is always XML. 
Dec 11 08:51:40.423018 - 14908/1124 MAIN_THREAD                       	Entering JDB_GetDatabaseTypeFromDS (DS Local - PY910 Specs) 
Dec 11 08:51:40.423019 - 14908/1124 MAIN_THREAD                       	Exiting JDB_GetDatabaseTypeFromDS with Success (DS Local - PY910 Specs) (Type E) 
Dec 11 08:51:40.423020 - 14908/1124 MAIN_THREAD                       	Entering JDB_SetNewDBForE1Oracle (DB SPEC_HF191112) 
Dec 11 08:51:40.423021 - 14908/1124 MAIN_THREAD                       	Exiting JDB_SetNewDBForE1Oracle with Success (DB SPEC_HF191112) 
Dec 11 08:51:40.423022 - 14908/1124 MAIN_THREAD                       	Entering JDB_OpenTableWithSQLName(Table = F98740 and SQLTable = F98740HF191112) 
Dec 11 08:51:40.423023 - 14908/1124 MAIN_THREAD                       	Entering JDB_AssignNonJDETablename (NonJDETableName F98740HF191112) (hRequest 0F3CEF40) 
Dec 11 08:51:40.423024 - 14908/1124 MAIN_THREAD                       	Exiting JDB_AssignNonJDETablename with Success (NonJDETableName F98740HF191112) 
Dec 11 08:51:40.423025 - 14908/1124 MAIN_THREAD                       	Exiting JDB_OpenTableWithSQLName(Table = F98740) (UserHandle 2B9E84A0) (hRequest 0F3CEF40) with Success 
Dec 11 08:51:40.423026 - 14908/1124 MAIN_THREAD                       	Entering JDB_GetDatabaseTypeFromDS (DS SPEC_HF191112) 
Dec 11 08:51:40.423027 - 14908/1124 MAIN_THREAD                       	Exiting JDB_GetDatabaseTypeFromDS with Success (DS SPEC_HF191112) (Type E) 
Dec 11 08:51:40.423028 - 14908/1124 MAIN_THREAD                       	jdeSpecOpen() opening spec of release JDESPECRELLVL_B10. 
Dec 11 08:51:40.423029 - 14908/1124 MAIN_THREAD                       	SpecEncapsulation : jdeSpecOpenLocalOpt completed OK. 
Dec 11 08:51:40.423030 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSelection (hRequest 0F3CEF40) 
Dec 11 08:51:40.423031 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSelection with Success 
Dec 11 08:51:40.423032 - 14908/1124 MAIN_THREAD                       	Entering JDB_SelectKeyed (hRequest 0F3CEF40) 
Dec 11 08:51:40.423033 - 14908/1124 MAIN_THREAD                       	ORACLE DBInitReq conn=0F265290 requ=0F3B3FA8 127.0.0.1 (E1Local) reuse 
Dec 11 08:51:40.423034 - 14908/1124 MAIN_THREAD                       	SELECT  *  FROM SPEC_HF191112.F98740HF191112  WHERE  ( ELPRDTYP = 4 AND ELOBNM = 'F9000' )  ORDER BY ELPRDTYP ASC,ELOBNM ASC,ELVERS ASC,ELFMNM ASC,ELCTRLID ASC,ELWEVENT ASC,ELERID3 ASC 
Dec 11 08:51:40.423035 - 14908/1124 MAIN_THREAD                       	Exiting JDB_SelectKeyed with Success 
Dec 11 08:51:40.423036 - 14908/1124 MAIN_THREAD                       	SpecEncapsulation : jdeSpecSelectKeyed completed OK. 
Dec 11 08:51:40.423037 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0F265290 requ=0F3B3FA8 maxrows=1 
Dec 11 08:51:40.424000 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0F265290 requ=0F3B3FA8 fetched=0 
Dec 11 08:51:40.424001 - 14908/1124 MAIN_THREAD                       	No More Data found (hRequest 0F3CEF40) 
Dec 11 08:51:40.424002 - 14908/1124 MAIN_THREAD                       	Entering JDB_GetLastDBError (hRequest 0F3CEF40) 
Dec 11 08:51:40.424003 - 14908/1124 MAIN_THREAD                       	Exiting JDB_GetLastDBError with Success 
Dec 11 08:51:40.424004 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable (hRequest 0F3CEF40) 
Dec 11 08:51:40.424005 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable(Table = F98740) 
Dec 11 08:51:40.424006 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSequencing (hRequest 0F3CEF40) 
Dec 11 08:51:40.424007 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSequencing with Success 
Dec 11 08:51:40.424008 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSelection (hRequest 0F3CEF40) 
Dec 11 08:51:40.424009 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSelection with Success 
Dec 11 08:51:40.424010 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearAggregate (hRequest 0F3CEF40) 
Dec 11 08:51:40.424011 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearAggregate with Success 
Dec 11 08:51:40.424012 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearGroupBy (hRequest 0F3CEF40) 
Dec 11 08:51:40.424013 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearGroupBy with Success 
Dec 11 08:51:40.424014 - 14908/1124 MAIN_THREAD                       	Entering JDB_AssignOriginalJDETablename (hRequest 0F3CEF40) 
Dec 11 08:51:40.424015 - 14908/1124 MAIN_THREAD                       	Exiting JDB_AssignOriginalJDETablename with Success 
Dec 11 08:51:40.424016 - 14908/1124 MAIN_THREAD                       	ORACLE DBFreeReq conn=0F265290 requ=0F3B3FA8 CLOSE 
Dec 11 08:51:40.424017 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearBuffers (hRequest 0F3CEF40) 
Dec 11 08:51:40.424018 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearBuffers with success. 
Dec 11 08:51:40.424019 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable(Table = F98740) with Success 
Dec 11 08:51:40.424020 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable with Success 
Dec 11 08:51:40.424021 - 14908/1124 MAIN_THREAD                       	SpecEncapsulation : Close completed. 
Dec 11 08:51:40.424022 - 14908/1124 MAIN_THREAD                       	Exiting JDB_OpenTable(Table = F9000) (UserHandle 2B9E84A0) (hRequest 0F427588) with Success 
Dec 11 08:51:40.424023 - 14908/1124 MAIN_THREAD                       	Entering JDB_SetSelection (hRequest 0F427588) 
Dec 11 08:51:40.424024 - 14908/1124 MAIN_THREAD                       	Exiting JDB_SetSelection With Success 
Dec 11 08:51:40.424025 - 14908/1124 MAIN_THREAD                       	Entering JDB_SelectKeyed (hRequest 0F427588) 
Dec 11 08:51:40.424026 - 14908/1124 MAIN_THREAD                       	ORACLE DBInitReq conn=0F290D08 requ=2B97EA40 chameleon (JDEHLG) new [  4] 
Dec 11 08:51:40.424027 - 14908/1124 MAIN_THREAD                       	SELECT  *  FROM PRODCTLXE.F9000  WHERE  ( TMTASKTYPE = '00' )  ORDER BY TMTASKTYPE ASC 
Dec 11 08:51:40.426000 - 14908/1124 MAIN_THREAD                       	Exiting JDB_SelectKeyed with Success 
Dec 11 08:51:40.426001 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0F290D08 requ=2B97EA40 maxrows=19 
Dec 11 08:51:40.427000 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0F290D08 requ=2B97EA40 fetched=7 
Dec 11 08:51:40.427001 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427588) 
Dec 11 08:51:40.428000 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427588) 
Dec 11 08:51:40.428001 - 14908/1124 MAIN_THREAD                       	Entering JDB_GetEnv 
Dec 11 08:51:40.428002 - 14908/1124 MAIN_THREAD                       	Exiting JDB_GetEnv with Success 
Dec 11 08:51:40.428003 - 14908/1124 MAIN_THREAD                       	Entering JDB_InitUser with (AUTO commit mode) 
Dec 11 08:51:40.428004 - 14908/1124 MAIN_THREAD                       	Entering JDB_BeginTransaction (UserHandle 2B9EA140) 
Dec 11 08:51:40.428005 - 14908/1124 MAIN_THREAD                       	Exiting JDB_BeginTransaction with Success (UserHandle 2B9EA140) 
Dec 11 08:51:40.428006 - 14908/1124 MAIN_THREAD                       	Exiting JDB_InitUser with Success (UserHandle 2B9EA140) 
Dec 11 08:51:40.428007 - 14908/1124 MAIN_THREAD                       	Entering JDB_GetEnvironment 
Dec 11 08:51:40.428008 - 14908/1124 MAIN_THREAD                       	Exiting JDB_GetEnvironment returning global environment name 
Dec 11 08:51:40.428009 - 14908/1124 MAIN_THREAD                       	Entering JDB_OpenTable(Table = F00941) 
Dec 11 08:51:40.428010 - 14908/1124 MAIN_THREAD                       	Exiting JDB_OpenTable(Table = F00941) (UserHandle 2B9EA140) (hRequest 0F3CE7A8) with Success 
Dec 11 08:51:40.428011 - 14908/1124 MAIN_THREAD                       	Entering JDB_FetchKeyed (hRequest 0F3CE7A8) 
Dec 11 08:51:40.428012 - 14908/1124 MAIN_THREAD                       	ORACLE DBRsetReq conn=0BC004B0 requ=0F3BA5D8 chameleon (JDESYS) 
Dec 11 08:51:40.428013 - 14908/1124 MAIN_THREAD                       	SELECT LMLL, LMRLS FROM SY910.F00941  WHERE  ( LMLL = 'PY910' ) 
Dec 11 08:51:40.430000 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0BC004B0 requ=0F3BA5D8 maxrows=100 
Dec 11 08:51:40.430001 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0BC004B0 requ=0F3BA5D8 fetched=1 
Dec 11 08:51:40.430002 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F3CE7A8) 
Dec 11 08:51:40.430003 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable (hRequest 0F3CE7A8) 
Dec 11 08:51:40.430004 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable(Table = F00941) 
Dec 11 08:51:40.430005 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSequencing (hRequest 0F3CE7A8) 
Dec 11 08:51:40.430006 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSequencing with Success 
Dec 11 08:51:40.430007 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSelection (hRequest 0F3CE7A8) 
Dec 11 08:51:40.430008 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSelection with Success 
Dec 11 08:51:40.430009 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearAggregate (hRequest 0F3CE7A8) 
Dec 11 08:51:40.430010 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearAggregate with Success 
Dec 11 08:51:40.430011 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearGroupBy (hRequest 0F3CE7A8) 
Dec 11 08:51:40.430012 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearGroupBy with Success 
Dec 11 08:51:40.430013 - 14908/1124 MAIN_THREAD                       	ORACLE DBFreeReq conn=0BC004B0 requ=0F3BA5D8 CLOSE 
Dec 11 08:51:40.430014 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearBuffers (hRequest 0F3CE7A8) 
Dec 11 08:51:40.430015 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearBuffers with success. 
Dec 11 08:51:40.430016 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable(Table = F00941) with Success 
Dec 11 08:51:40.430017 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable with Success 
Dec 11 08:51:40.430018 - 14908/1124 MAIN_THREAD                       	Entering JDB_FreeUser (UserHandle 2B9EA140) 
Dec 11 08:51:40.431000 - 14908/1124 MAIN_THREAD                       	Exiting JDB_FreeUser with Success(UserHandle 2B9EA140) 
Dec 11 08:51:40.431001 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427588) 
Dec 11 08:51:40.431002 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427588) 
Dec 11 08:51:40.431003 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427588) 
Dec 11 08:51:40.431004 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427588) 
Dec 11 08:51:40.431005 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427588) 
Dec 11 08:51:40.431006 - 14908/1124 MAIN_THREAD                       	No More Data found (hRequest 0F427588) 
Dec 11 08:51:40.431007 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable (hRequest 0F427588) 
Dec 11 08:51:40.431008 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable(Table = F9000) 
Dec 11 08:51:40.431009 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSequencing (hRequest 0F427588) 
Dec 11 08:51:40.431010 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSequencing with Success 
Dec 11 08:51:40.431011 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearSelection (hRequest 0F427588) 
Dec 11 08:51:40.431012 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearSelection with Success 
Dec 11 08:51:40.431013 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearAggregate (hRequest 0F427588) 
Dec 11 08:51:40.431014 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearAggregate with Success 
Dec 11 08:51:40.431015 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearGroupBy (hRequest 0F427588) 
Dec 11 08:51:40.431016 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearGroupBy with Success 
Dec 11 08:51:40.431017 - 14908/1124 MAIN_THREAD                       	ORACLE DBFreeReq conn=0F290D08 requ=2B97EA40 CLOSE 
Dec 11 08:51:40.431018 - 14908/1124 MAIN_THREAD                       	Entering JDB_ClearBuffers (hRequest 0F427588) 
Dec 11 08:51:40.431019 - 14908/1124 MAIN_THREAD                       	Exiting JDB_ClearBuffers with success. 
Dec 11 08:51:40.431020 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable(Table = F9000) with Success 
Dec 11 08:51:40.431021 - 14908/1124 MAIN_THREAD                       	Exiting JDB_CloseTable with Success 
Dec 11 08:51:40.432000 - 14908/1124 MAIN_THREAD                       	Entering JDB_GetEnv 
Dec 11 08:51:40.432001 - 14908/1124 MAIN_THREAD                       	Exiting JDB_GetEnv with Success 
Dec 11 08:51:40.432002 - 14908/1124 MAIN_THREAD                       	Entering JDB_InitUser with (AUTO commit mode) 
Dec 11 08:51:40.432003 - 14908/1124 MAIN_THREAD                       	Entering JDB_BeginTransaction (UserHandle 2B9EA140) 
Dec 11 08:51:40.432004 - 14908/1124 MAIN_THREAD                       	Exiting JDB_BeginTransaction with Success (UserHandle 2B9EA140) 
Dec 11 08:51:40.432005 - 14908/1124 MAIN_THREAD                       	Exiting JDB_InitUser with Success (UserHandle 2B9EA140) 
Dec 11 08:51:40.432006 - 14908/1124 MAIN_THREAD                       	Entering JDB_OpenTable(Table = F98MOQUE) 
Dec 11 08:51:40.432007 - 14908/1124 MAIN_THREAD                       	Exiting JDB_OpenTable(Table = F98MOQUE) (UserHandle 2B9EA140) (hRequest 0F427078) with Success 
Dec 11 08:51:40.432008 - 14908/1124 MAIN_THREAD                       	Entering JDB_FetchKeyed (hRequest 0F427078) 
Dec 11 08:51:40.432009 - 14908/1124 MAIN_THREAD                       	ORACLE DBInitReq conn=0BC004B0 requ=2B976200 chameleon (JDESYS) reuse 
Dec 11 08:51:40.432010 - 14908/1124 MAIN_THREAD                       	SELECT  *  FROM SY910.F98MOQUE  WHERE  ( OMQUTYP = '04' ) 
Dec 11 08:51:40.434000 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0BC004B0 requ=2B976200 maxrows=12 
Dec 11 08:51:40.435000 - 14908/1124 MAIN_THREAD                       	ORACLE DBFetch conn=0BC004B0 requ=2B976200 fetched=2 
Dec 11 08:51:40.435001 - 14908/1124 MAIN_THREAD                       	Fetched the record (hRequest 0F427078) 
Dec 11 08:51:40.435002 - 14908/1124 MAIN_THREAD                       	Entering JDB_CloseTable (hRequest 0F427078) 
